ABILITY_MORPH_RANK, string
SI_CHARACTERSLIDERNAME12, string
SI_CHARACTERSLIDERNAME13, string
SI_CHARACTERSLIDERNAME14, string
SI_CHARACTERSLIDERNAME15, string
SI_CHARACTERSLIDERNAME16, string
SI_CHARACTERSLIDERNAME17, string
SI_CHARACTERSLIDERNAME18, string
SI_CHARACTERSLIDERNAME19, string
SI_CHARACTERSLIDERNAME2, string
SI_CHARACTERSLIDERNAME20, string
SI_CHARACTERSLIDERNAME21, string
SI_CHARACTERSLIDERNAME22, string
SI_CHARACTERSLIDERNAME23, string
SI_CHARACTERSLIDERNAME24, string
SI_CHARACTERSLIDERNAME25, string
SI_CHARACTERSLIDERNAME26, string
SI_CHARACTERSLIDERNAME27, string
SI_CHARACTERSLIDERNAME28, string
SI_CHARACTERSLIDERNAME29, string
SI_CHARACTERSLIDERNAME3, string
SI_CHARACTERSLIDERNAME30, string
SI_CHARACTERSLIDERNAME31, string
SI_CHARACTERSLIDERNAME32, string
SI_CHARACTERSLIDERNAME33, string
SI_CHARACTERSLIDERNAME34, string
SI_CHARACTERSLIDERNAME35, string
SI_CHARACTERSLIDERNAME36, string
SI_CHARACTERSLIDERNAME37, string
SI_CHARACTERSLIDERNAME38, string
SI_CHARACTERSLIDERNAME39, string
SI_CHARACTERSLIDERNAME4, string
SI_CHARACTERSLIDERNAME40, string
SI_CHARACTERSLIDERNAME5, string
SI_CHARACTERSLIDERNAME6, string
SI_CHARACTERSLIDERNAME7, string
SI_CHARACTERSLIDERNAME8, string
SI_CHARACTERSLIDERNAME9, string
SI_CHARACTERSLIDERSUBCATEGORY0, string
SI_CHARACTERSLIDERSUBCATEGORY1, string
SI_CHARACTERSLIDERSUBCATEGORY10, string
SI_CHARACTERSLIDERSUBCATEGORY11, string
SI_CHARACTERSLIDERSUBCATEGORY12, string
SI_CHARACTERSLIDERSUBCATEGORY13, string
SI_CHARACTERSLIDERSUBCATEGORY2, string
SI_CHARACTERSLIDERSUBCATEGORY3, string
SI_CHARACTERSLIDERSUBCATEGORY4, string
SI_CHARACTERSLIDERSUBCATEGORY5, string
SI_CHARACTERSLIDERSUBCATEGORY6, string
SI_CHARACTERSLIDERSUBCATEGORY7, string
SI_CHARACTERSLIDERSUBCATEGORY8, string
SI_CHARACTERSLIDERSUBCATEGORY9, string
SI_CHARACTER_EQUIP_SECTION_ACCESSORIES, string
SI_CHARACTER_EQUIP_SECTION_APPAREL, string
SI_CHARACTER_EQUIP_SECTION_WEAPONS, string
SI_CHARACTER_EQUIP_SLOT_FORMAT, string
SI_CHARACTER_EQUIP_TITLE, string
SI_CHARACTER_MENU_SKILLS, string
SI_CHARACTER_MENU_STATS, string
SI_CHARACTER_SELECT_LOAD_IN_PROGRESS, string
SI_CHARGE_WEAPON_CONFIRM, string
SI_CHARGE_WEAPON_TITLE, string
SI_CHATCHANNELCATEGORIES1, string
SI_CHATCHANNELCATEGORIES10, string
SI_CHATCHANNELCATEGORIES11, string
SI_CHATCHANNELCATEGORIES12, string
SI_CHATCHANNELCATEGORIES13, string
SI_CHATCHANNELCATEGORIES14, string
SI_CHATCHANNELCATEGORIES15, string
SI_CHATCHANNELCATEGORIES16, string
SI_CHATCHANNELCATEGORIES17, string
SI_CHATCHANNELCATEGORIES18, string
SI_CHATCHANNELCATEGORIES19, string
SI_CHATCHANNELCATEGORIES2, string
SI_CHATCHANNELCATEGORIES20, string
SI_CHATCHANNELCATEGORIES21, string
SI_CHATCHANNELCATEGORIES22, string
SI_CHATCHANNELCATEGORIES3, string
SI_CHATCHANNELCATEGORIES4, string
SI_CHATCHANNELCATEGORIES41, string
SI_CHATCHANNELCATEGORIES42, string
SI_CHATCHANNELCATEGORIES43, string
SI_CHATCHANNELCATEGORIES44, string
SI_CHATCHANNELCATEGORIES45, string
SI_CHATCHANNELCATEGORIES46, string
SI_CHATCHANNELCATEGORIES47, string
SI_CHATCHANNELCATEGORIES48, string
SI_CHATCHANNELCATEGORIES49, string
SI_CHATCHANNELCATEGORIES50, string
SI_CHATCHANNELCATEGORIES51, string
SI_CHATCHANNELCATEGORIES52, string
SI_CHATCHANNELCATEGORIES53, string
SI_CHATCHANNELCATEGORIES54, string
SI_CHATCHANNELCATEGORIES55, string
SI_CHATCHANNELCATEGORIES56, string
SI_CHATCHANNELCATEGORIES57, string
SI_CHATCHANNELCATEGORIES58, string
SI_CHATCHANNELCATEGORIES59, string
SI_CHATCHANNELCATEGORIES6, string
SI_CHATCHANNELCATEGORIES60, string
SI_CHATCHANNELCATEGORIES61, string
SI_CHATCHANNELCATEGORIES7, string
SI_CHATCHANNELCATEGORIES8, string
SI_CHATCHANNELCATEGORIES9, string
SI_CHATCHANNELCATEGORYHEADERS1, string
SI_CHATCHANNELCATEGORYHEADERS10, string
SI_CHATCHANNELCATEGORYHEADERS45, string
SI_CHATTEXT_MEDAL_AWARDED, string
SI_CHATTEXT_OBJECTIVE_COMPLETE, string
SI_CHATTEXT_OBJECTIVE_DISCOVER, string
SI_CHATTEXT_QUEST_ACCEPTED, string
SI_CHATTEXT_QUEST_COMPLETED, string
SI_CHAT_ANNOUNCEMENT_IN_LARGE_GROUP, string
SI_CHAT_ANNOUNCEMENT_IN_SMALL_GROUP, string
SI_CHAT_CHANNEL_JOIN, string
SI_CHAT_CHANNEL_LEAVE, string
SI_CHAT_CHANNEL_NAME_EMOTE, string
SI_CHAT_CHANNEL_NAME_NPC, string
SI_CHAT_CHANNEL_NAME_PARTY, string
SI_CHAT_CHANNEL_NAME_SAY, string
SI_CHAT_CHANNEL_NAME_SOCIAL, string
SI_CHAT_CHANNEL_NAME_WHISPER, string
SI_CHAT_CHANNEL_NAME_YELL, string
SI_CHAT_CHANNEL_NAME_ZONE, string
SI_CHAT_CHANNEL_NAME_ZONE_ENGLISH, string
SI_CHAT_CHANNEL_NAME_ZONE_FRENCH, string
SI_CHAT_CHANNEL_NAME_ZONE_GERMAN, string
SI_CHAT_CONFIG_CREATE_NEW, string
SI_CHAT_CONFIG_HIDE_TIMESTAMP, string
SI_CHAT_CONFIG_INTERACTIVE, string
SI_CHAT_CONFIG_LOCK, string
SI_CHAT_CONFIG_NON_INTERACTIVE, string
SI_CHAT_CONFIG_OPTIONS, string
SI_CHAT_CONFIG_REMOVE, string
SI_CHAT_CONFIG_SHOW_TIMESTAMP, string
SI_CHAT_DIALOG_CONFIRM_ITEM_DESTRUCTION, string
SI_CHAT_DIALOG_NEW_TAB, string
SI_CHAT_DIALOG_REMOVE_TAB, string
SI_CHAT_DIALOG_RESET_TAB, string
SI_CHAT_EMOTE, string
SI_CHAT_ENTRY_GENERAL_FORMAT, string
SI_CHAT_ENTRY_TARGET_FORMAT, string
SI_CHAT_LOG_DISABLED, string
SI_CHAT_LOG_ENABLED, string
SI_CHAT_MESSAGE_GUILD, string
SI_CHAT_MESSAGE_PARTY, string
SI_CHAT_MESSAGE_PLAYED_TIME, string
SI_CHAT_MESSAGE_SAY, string
SI_CHAT_MESSAGE_SYSTEM, string
SI_CHAT_MESSAGE_USER, string
SI_CHAT_MESSAGE_WHISPER, string
SI_CHAT_MESSAGE_WHISPER_SENT, string
SI_CHAT_MESSAGE_YELL, string
SI_CHAT_MESSAGE_ZONE, string
SI_CHAT_MESSAGE_ZONE_ENGLISH, string
SI_CHAT_MESSAGE_ZONE_FRENCH, string
SI_CHAT_MESSAGE_ZONE_GERMAN, string
SI_CHAT_MONSTER_EMOTE, string
SI_CHAT_MONSTER_MESSAGE_SAY, string
SI_CHAT_MONSTER_MESSAGE_WHISPER, string
SI_CHAT_MONSTER_MESSAGE_YELL, string
SI_CHAT_OPTIONS_BACKGROUND_COLOR, string
SI_CHAT_OPTIONS_CHANNEL_TOOLTIP, string
SI_CHAT_OPTIONS_COLOR_TOOLTIP, string
SI_CHAT_OPTIONS_COMBAT_LOG_MESSAGE, string
SI_CHAT_OPTIONS_FILTERS, string
SI_CHAT_OPTIONS_FONT_SIZE, string
SI_CHAT_OPTIONS_GUILD_CHANNELS, string
SI_CHAT_OPTIONS_TAB_NAME, string
SI_CHAT_PLAYER_CONTEXT_ADD_FRIEND, string
SI_CHAT_PLAYER_CONTEXT_ADD_GROUP, string
SI_CHAT_PLAYER_CONTEXT_ADD_IGNORE, string
SI_CHAT_PLAYER_CONTEXT_REMOVE_GROUP, string
SI_CHAT_PLAYER_CONTEXT_REPORT, string
SI_CHAT_PLAYER_CONTEXT_SPAM, string
SI_CHAT_PLAYER_CONTEXT_WHISPER, string
SI_CHAT_SHUTDOWN_CANCEL, string
SI_CHAT_SHUTDOWN_NOW, string
SI_CHAT_SHUTDOWN_RESCHEDULE, string
SI_CHAT_SHUTDOWN_START, string
SI_CHAT_SHUTDOWN_TIME, string
SI_CHAT_TAB_GENERAL, string
SI_CHECK_BUTTON_ON, string
SI_CLAIMKEEPRESULTTYPE10, string
SI_CLAIMKEEPRESULTTYPE11, string
SI_CLAIMKEEPRESULTTYPE12, string
SI_CLAIMKEEPRESULTTYPE14, string
SI_CLAIMKEEPRESULTTYPE15, string
SI_CLAIMKEEPRESULTTYPE16, string
SI_CLAIMKEEPRESULTTYPE2, string
SI_CLAIMKEEPRESULTTYPE3, string
SI_CLAIMKEEPRESULTTYPE4, string
SI_CLAIMKEEPRESULTTYPE5, string
SI_CLAIMKEEPRESULTTYPE6, string
SI_CLAIMKEEPRESULTTYPE7, string
SI_CLAIMKEEPRESULTTYPE8, string
SI_CLASS_NAME, string
SI_COLLECTIBLECATEGORYTYPE0, string
SI_COLLECTIBLECATEGORYTYPE1, string
SI_COLLECTIBLECATEGORYTYPE2, string
SI_COLLECTIBLECATEGORYTYPE3, string
SI_COLLECTIBLECATEGORYTYPE4, string
SI_COLLECTIBLECATEGORYTYPE5, string
SI_COLLECTIBLECATEGORYTYPE6, string
SI_COLLECTIBLECATEGORYTYPE7, string
SI_COLLECTIBLEUNLOCKSTATE0, string
SI_COLLECTIBLEUNLOCKSTATE1, string
SI_COLLECTIBLEUNLOCKSTATE2, string
SI_COLLECTIBLE_ACTION_PUT_AWAY, string
SI_COLLECTIBLE_ACTION_RENAME, string
SI_COLLECTIBLE_ACTION_SET_ACTIVE, string
SI_COLLECTIBLE_NAME_FORMATTER, string
SI_COLLECTIBLE_TOOLTIP_PURCHASABLE, string
SI_COLLECTIONS_BOOK_FILTER_SHOW_ALL, string
SI_COLLECTIONS_BOOK_FILTER_SHOW_LOCKED, string
SI_COLLECTIONS_BOOK_FILTER_SHOW_UNLOCKED, string
SI_COLLECTIONS_BOOK_OVERALL, string
SI_COLLECTIONS_BOOK_QUICKSLOT_KEYBIND, string
SI_COLLECTIONS_BOOK_SEARCH_EDIT_DEFAULT, string
SI_COLLECTIONS_BOOK_SEARCH_FILTER_BY, string
SI_COLLECTIONS_BOOK_SEARCH_NO_MATCHES, string
SI_COLLECTIONS_COOLDOWN_ERROR, string
SI_COLLECTIONS_INVENTORY_DIALOG_RENAME_COLLECTIBLE_MAIN, string
SI_COLLECTIONS_INVENTORY_DIALOG_RENAME_COLLECTIBLE_TITLE, string
SI_COLLECTIONS_INVENTORY_DISPLAY_NAME_FORMAT, string
SI_COLLECTIONS_NOTIFICATION_BUTTON, string
SI_COLLECTIONS_TOOLTIP_ESO_PLUS_UNLOCKED, string
SI_COLLECTIONS_UPDATED_ANNOUNCEMENT_BODY, string
SI_COLLECTIONS_UPDATED_ANNOUNCEMENT_TITLE, string
SI_COLLECTIONS_UPDATED_NOTIFICATION_MESSAGE, string
SI_COLLECTION_BOOK_COLLECTIONS, string
SI_COLOR_PICKER_ALPHA, string
SI_COLOR_PICKER_CURRENT, string
SI_COLOR_PICKER_NEW, string
SI_COMBATMECHANICTYPE0, string
SI_COMBATMECHANICTYPE1, string
SI_COMBATMECHANICTYPE10, string
SI_COMBATMECHANICTYPE11, string
SI_COMBATMECHANICTYPE12, string
SI_COMBATMECHANICTYPE2, string
SI_COMBATMECHANICTYPE3, string
SI_COMBATMECHANICTYPE4, string
SI_COMBATMECHANICTYPE5, string
SI_COMBATMECHANICTYPE6, string
SI_COMBATMECHANICTYPE7, string
SI_COMBATMECHANICTYPE8, string
SI_COMBATMECHANICTYPE9, string
SI_COMBATMECHANICTYPE_1, string
SI_COMBATMECHANICTYPE_2, string
SI_COMPASSACTIVEQUESTSCHOICE0, string
SI_COMPASSACTIVEQUESTSCHOICE1, string
SI_COMPASSACTIVEQUESTSCHOICE2, string
SI_COMPASS_EAST_ABBREVIATION, string
SI_COMPASS_LOCATION_NAME_FORMAT, string
SI_COMPASS_NORTH_ABBREVIATION, string
SI_COMPASS_SOUTH_ABBREVIATION, string
SI_COMPASS_WEST_ABBREVIATION, string
SI_CONFIRM_ABANDON_QUEST, string
SI_CONFIRM_BOP_LOOT, string
SI_CONFIRM_BOP_LOOT_ALL, string
SI_CONFIRM_DESTROY_ITEM_PROMPT, string
SI_CONFIRM_MUNDUS_STONE_ACCEPT, string
SI_CONFIRM_MUNDUS_STONE_DECLINE, string
SI_CONFIRM_MUNDUS_STONE_MAIN_TEXT, string
SI_CONFIRM_MUNDUS_STONE_TITLE, string
SI_CONFIRM_OPEN_URL_TEXT, string
SI_CONFIRM_OPEN_URL_TITLE, string
SI_CONFIRM_PURCHASE, string
SI_CONFIRM_STUCK_PROMPT, string
SI_CONFIRM_STUCK_TITLE, string
SI_CONNECTING_TO_PLATFORM_NETWORK, string
SI_CONVERSATION_OPTION_SPEECHCRAFT_FORMAT, string
SI_CONVERSATION_OPTION_SPEECHCRAFT_INTIMIDATE, string
SI_CONVERSATION_OPTION_SPEECHCRAFT_PERSUADE, string
SI_CONVERSATION_OPTION_SPEECHCRAFT_UNUSUABLE_FORMAT, string
SI_CONVERT_ITEM_STYLE_IMPERIAL_BODY, string
SI_CONVERT_ITEM_STYLE_IMPERIAL_BUTTON, string
SI_CONVERT_ITEM_STYLE_IMPERIAL_TITLE, string
SI_CORRUPT_SAVE, string
SI_COSTUME_FAIL_WEARING_DISGUISE, string
SI_CRAFTING_CLEAR_SELECTIONS, string
SI_CRAFTING_COMPONENT_TOOLTIP_TRAITS, string
SI_CRAFTING_COMPONENT_TOOLTIP_UNKNOWN_TRAIT, string
SI_CRAFTING_PERFORM_CRAFT, string
SI_CRAFTING_PERFORM_EXTRACTION, string
SI_CRAFTING_PERFORM_FREE_CRAFT, string
SI_CRAFTING_RESULT_INSPIRATION, string
SI_CRAFTING_UNKNOWN_NAME, string
SI_CURRENCYTYPE1, string
SI_CURRENCYTYPE2, string
SI_CURRENCYTYPE3, string
SI_CURRENCYTYPE4, string
SI_CURRENCY_ALLIANCE_POINTS, string
SI_CURRENCY_BATTLE_TOKENS, string
SI_CURRENCY_CROWN, string
SI_CURRENCY_CUSTOM_TOOLTIP_FORMAT, string
SI_CURRENCY_GOLD, string
SI_CURRENCY_INSPIRATION, string
SI_CURRENCY_RANK_POINTS, string
SI_CURRENCY_YOUR_ALLIANCE_POINTS, string
SI_CURRENCY_YOUR_BANKED_GOLD, string
SI_CURRENCY_YOUR_GOLD, string
SI_DAMAGETYPE0, string
SI_DAMAGETYPE1, string
SI_DAMAGETYPE10, string
SI_DAMAGETYPE11, string
SI_DAMAGETYPE2, string
SI_DAMAGETYPE3, string
SI_DAMAGETYPE4, string
SI_DAMAGETYPE5, string
SI_DAMAGETYPE6, string
SI_DAMAGETYPE7, string
SI_DAMAGETYPE8, string
SI_DAMAGETYPE9, string
SI_DEATH_DURABILITY_ANNOUNCEMENT, string
SI_DEATH_PROMPT_AVA, string
SI_DEATH_PROMPT_BATTLE_GROUND_QUEUE, string
SI_DEATH_PROMPT_CHOOSE_REVIVE_LOCATION, string
SI_DEATH_PROMPT_CHOOSE_WHERE, string
SI_DEATH_PROMPT_HERE, string
SI_DEATH_PROMPT_HERE_GEM, string
SI_DEATH_PROMPT_HERE_GEM_FAILED, string
SI_DEATH_PROMPT_HERE_GEM_LIFE, string
SI_DEATH_PROMPT_HERE_GEM_LIFE_FAILED, string
SI_DEATH_PROMPT_HERE_IMPERIAL_CITY, string
SI_DEATH_PROMPT_HERE_LIFE, string
SI_DEATH_PROMPT_HERE_LIFE_FAILED, string
SI_DEATH_PROMPT_IMPERIAL_CITY_LOCKED, string
SI_DEATH_PROMPT_IN_ENCOUNTER, string
SI_DEATH_PROMPT_JOIN, string
SI_DEATH_PROMPT_NO_SOUL_GEMS, string
SI_DEATH_PROMPT_NO_SOUL_GEMS_PVP, string
SI_DEATH_PROMPT_NO_SUMMONER, string
SI_DEATH_PROMPT_RAID_RELEASE, string
SI_DEATH_PROMPT_RAID_REVIVE_COUNTER, string
SI_DEATH_PROMPT_RESURRECT_TEXT, string
SI_DEATH_PROMPT_REVIVE_AT_NEAREST_WAYSHRINE, string
SI_DEATH_PROMPT_REVIVE_LABEL, string
SI_DEATH_PROMPT_SOUL_GEM_PRICE, string
SI_DEATH_PROMPT_SUMMONER_AVAILABLE, string
SI_DEATH_PROMPT_SUMMONER_COOLDOWN, string
SI_DEATH_PROMPT_SUMMONER_DEAD, string
SI_DEATH_PROMPT_SUMMONER_NOT_YOUR_ALLIANCE, string
SI_DEATH_PROMPT_WAYSHRINE, string
SI_DEATH_PROMPT_WAYSHRINE_LIFE, string
SI_DEATH_RECAP_ATTACKER_NAME, string
SI_DEATH_RECAP_ATTACKER_NAME_MINION, string
SI_DEATH_RECAP_ATTACKS_HEADER, string
SI_DEATH_RECAP_ATTACK_NAME, string
SI_DEATH_RECAP_DAMAGE_LABEL, string
SI_DEATH_RECAP_HINTS_HEADER, string
SI_DEATH_RECAP_NO_HINTS, string
SI_DEATH_RECAP_RANK_ATTACKER_NAME, string
SI_DEATH_RECAP_RANK_ATTACKER_NAME_MINION, string
SI_DEATH_RECAP_TITLE, string
SI_DEATH_RECAP_TOGGLE_KEYBIND, string
SI_DEFAULTSOULGEMCHOICE0, string
SI_DEFAULT_QUEST_COMPLETE_CONFIRM_TEXT, string
SI_DEFAULT_QUEST_COMPLETE_DECLINE_TEXT, string
SI_DERIVEDSTATS1, string
SI_DERIVEDSTATS10, string
SI_DERIVEDSTATS11, string
SI_DERIVEDSTATS12, string
SI_DERIVEDSTATS13, string
SI_DERIVEDSTATS14, string
SI_DERIVEDSTATS16, string
SI_DERIVEDSTATS2, string
SI_DERIVEDSTATS20, string
SI_DERIVEDSTATS22, string
SI_DERIVEDSTATS23, string
SI_DERIVEDSTATS24, string
SI_DERIVEDSTATS25, string
SI_DERIVEDSTATS26, string
SI_DERIVEDSTATS29, string
SI_DERIVEDSTATS3, string
SI_DERIVEDSTATS30, string
SI_DERIVEDSTATS31, string
SI_DERIVEDSTATS32, string
SI_DERIVEDSTATS33, string
SI_DERIVEDSTATS34, string
SI_DERIVEDSTATS35, string
SI_DERIVEDSTATS37, string
SI_DERIVEDSTATS38, string
SI_DERIVEDSTATS39, string
SI_DERIVEDSTATS4, string
SI_DERIVEDSTATS40, string
SI_DERIVEDSTATS41, string
SI_DERIVEDSTATS42, string
SI_DERIVEDSTATS43, string
SI_DERIVEDSTATS44, string
SI_DERIVEDSTATS45, string
SI_DERIVEDSTATS46, string
SI_DERIVEDSTATS47, string
SI_DERIVEDSTATS48, string
SI_DERIVEDSTATS49, string
SI_DERIVEDSTATS5, string
SI_DERIVEDSTATS50, string
SI_DERIVEDSTATS6, string
SI_DERIVEDSTATS7, string
SI_DERIVEDSTATS8, string
SI_DERIVEDSTATS9, string
SI_DESTROY_ALL_JUNK, string
SI_DESTROY_ALL_JUNK_CONFIRM, string
SI_DESTROY_ALL_JUNK_KEYBIND_TEXT, string
SI_DESTROY_ITEM_CONFIRMATION, string
SI_DESTROY_ITEM_PROMPT, string
SI_DIALOG_ACCEPT, string
SI_DIALOG_BUTTON_IGNORE_FRIEND, string
SI_DIALOG_BUTTON_REMOVE_FRIEND, string
SI_DIALOG_BUTTON_REPORT_BOTTING, string
SI_DIALOG_BUTTON_REPORT_CANCEL, string
SI_DIALOG_BUTTON_REPORT_CHAT_SPAM, string
SI_DIALOG_BUTTON_REPORT_MAIL_SPAM, string
SI_DIALOG_BUTTON_REPORT_PLAYER, string
SI_DIALOG_BUTTON_REPORT_QUICK, string
SI_DIALOG_BUTTON_TEXT_LOGOUT_CANCEL, string
SI_DIALOG_BUTTON_TEXT_QUIT_CANCEL, string
SI_DIALOG_BUTTON_TEXT_QUIT_FORCE, string
SI_DIALOG_BUY_MULTIPLE, string
SI_DIALOG_CANCEL, string
SI_DIALOG_CREATE, string
SI_DIALOG_DECLINE, string
SI_DIALOG_EXIT, string
SI_DIALOG_INSTALLATION_PROGRESS, string
SI_DIALOG_NO, string
SI_DIALOG_PURCHASE, string
SI_DIALOG_TEXT_IGNORE_FRIEND, string
SI_DIALOG_TEXT_LOGOUT_DEFERRED, string
SI_DIALOG_TEXT_QUIT_DEFERRED, string
SI_DIALOG_TEXT_QUIT_PREVENTED, string
SI_DIALOG_TEXT_REMOVE_FRIEND, string
SI_DIALOG_TEXT_REPORT_PLAYER_FOR_SPAM, string
SI_DIALOG_TEXT_REPORT_PLAYER_MAIN, string
SI_DIALOG_TEXT_REPORT_PLAYER_OPEN_TICKET, string
SI_DIALOG_TITLE_IGNORE_FRIEND, string
SI_DIALOG_TITLE_LOGOUT, string
SI_DIALOG_TITLE_QUIT, string
SI_DIALOG_TITLE_REMOVE_FRIEND, string
SI_DIALOG_TITLE_REPORT_PLAYER, string
SI_DIALOG_YES, string
SI_DIGIT_GROUP_SEPARATOR, string
SI_DISGUISE_DANGER, string
SI_DISGUISE_DISCOVERED, string
SI_DISGUISE_DISGUISED, string
SI_DISGUISE_SUSPICIOUS, string
SI_DISMISS_UI_ERROR, string
SI_DISPLAY_GUILD_STORE_ITEM_NAME, string
SI_DISPLAY_GUILD_STORE_NO_ITEMS, string
SI_DISPLAY_NAME_LABEL, string
SI_DISTRICT_RESURRECT_FAIL_NOT_INSIDE_IMPERIAL_CITY, string
SI_DUNGEON_DIFFICULTY_CHANGED_TO_NORMAL, string
SI_DUNGEON_DIFFICULTY_CHANGED_TO_VETERAN, string
SI_DUNGEON_DIFFICULTY_HEADER, string
SI_DUNGEON_DIFFICULTY_HELP_TOOLTIP, string
SI_DUNGEON_DIFFICULTY_NORMAL_TOOLTIP_HEADER, string
SI_DUNGEON_DIFFICULTY_VETERAN_TOOLTIP_FAILED_REQUIREMENT, string
SI_DUNGEON_DIFFICULTY_VETERAN_TOOLTIP_HEADER, string
SI_DUNGEON_DIFFICULTY_VETERAN_TOOLTIP_IN_DUNGEON, string
SI_DUNGEON_DIFFICULTY_VETERAN_TOOLTIP_LEADER_CHOSEN_SETTING, string
SI_DUNGEON_DIFFICULTY_VETERAN_TOOLTIP_LEADER_MUST_CHANGE, string
SI_DUNGEON_FLOOR_DOWN_TOOLTIP, string
SI_DUNGEON_FLOOR_UP_TOOLTIP, string
SI_DYEHUECATEGORY0, string
SI_DYEHUECATEGORY1, string
SI_DYEHUECATEGORY2, string
SI_DYEHUECATEGORY3, string
SI_DYEHUECATEGORY4, string
SI_DYEHUECATEGORY5, string
SI_DYEHUECATEGORY6, string
SI_DYEING_APPLY_CHANGE_CONFIRM_BODY, string
SI_DYEING_APPLY_CHANGE_CONFIRM_TITLE, string
SI_DYEING_CANNOT_SAMPLE, string
SI_DYEING_CLEAR_MENU, string
SI_DYEING_COMMIT, string
SI_DYEING_DYE_ITEM_TAB, string
SI_DYEING_EXIT_WITH_CHANGES_BIND_CONFIRM_BODY, string
SI_DYEING_EXIT_WITH_CHANGES_BIND_CONFIRM_TITLE, string
SI_DYEING_EXIT_WITH_CHANGES_CONFIRM_BODY, string
SI_DYEING_EXIT_WITH_CHANGES_CONFIRM_TITLE, string
SI_DYEING_NO_MATCHING_DYES, string
SI_DYEING_RANDOMIZE, string
SI_DYEING_SAVED_SETS_HEADER, string
SI_DYEING_SHOW_LOCKED, string
SI_DYEING_SORT_BY_HUE, string
SI_DYEING_SORT_BY_RARITY, string
SI_DYEING_SWATCH_TOOLTIP_BODY, string
SI_DYEING_SWATCH_TOOLTIP_BODY_HIDDEN, string
SI_DYEING_SWATCH_TOOLTIP_BODY_HIDDEN_LOCKED, string
SI_DYEING_SWATCH_TOOLTIP_BODY_LOCKED, string
SI_DYEING_SWATCH_TOOLTIP_SEE_ACHIEVEMENT, string
SI_DYEING_SWATCH_TOOLTIP_TITLE, string
SI_DYEING_SWATCH_VIEW_ACHIEVEMENT, string
SI_DYEING_TOOLS_HEADER, string
SI_DYEING_TOOL_DYE_ALL_TOOLTIP, string
SI_DYEING_TOOL_DYE_TOOLTIP, string
SI_DYEING_TOOL_ERASE_TOOLTIP, string
SI_DYEING_TOOL_SAMPLE_TOOLTIP, string
SI_DYEING_TOOL_SET_FILL, string
SI_DYEING_UNDO, string
SI_DYERARITY0, string
SI_DYERARITY1, string
SI_DYERARITY2, string
SI_EDIT_NOTE_DEFAULT_TEXT, string
SI_EDIT_NOTE_DIALOG_TITLE, string
SI_EMOTECATEGORY0, string
SI_EMOTECATEGORY1, string
SI_EMOTECATEGORY2, string
SI_EMOTECATEGORY3, string
SI_EMPTY_GUILD_CHANNEL_NAME, string
SI_EMPTY_OFFICER_CHANNEL_NAME, string
SI_ENCHANTINGRUNECLASSIFICATION1, string
SI_ENCHANTINGRUNECLASSIFICATION2, string
SI_ENCHANTINGRUNECLASSIFICATION3, string
SI_ENCHANTING_CREATION, string
SI_ENCHANTING_EXTRACTION, string
SI_ENCHANTING_EXTRACT_HEADER, string
SI_ENCHANTING_NO_ASPECT_RUNES, string
SI_ENCHANTING_NO_ESSENCE_RUNES, string
SI_ENCHANTING_NO_GLYPHS, string
SI_ENCHANTING_NO_POTENCY_RUNES, string
SI_ENCHANTING_NO_RUNES, string
SI_ENCHANTING_PHRASE_HEADER, string
SI_ENCHANTING_REQUIRES_ASPECT_IMPROVEMENT, string
SI_ENCHANTING_REQUIRES_POTENCY_IMPROVEMENT, string
SI_ENCHANTING_TRANSLATION_HEADER, string
SI_ENCHANTING_TRANSLATION_LEARNED_DIALOG_BODY, string
SI_ENCHANTING_TRANSLATION_LEARNED_DIALOG_TITLE, string
SI_ENCHANTING_TRANSLATION_UNKNOWN, string
SI_ENCHANTING_UNKNOWN_RESULT, string
SI_ENCHANTING_UNKNOWN_RUNE, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE0, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE1, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE10, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE11, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE12, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE13, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE14, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE15, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE16, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE17, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE18, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE19, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE2, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE20, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE21, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE22, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE23, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE24, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE25, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE27, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE28, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE29, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE3, string
SI_ENCHANTMENTSEARCHCATEGORYTYPE31, string
